"id","function","main_function","GO_id"
"28713","regulation of molecular function","biological_process","GO:0065009"
"28714","extracellular membrane-bounded organelle","cellular_component","GO:0065010"
"28715","aspartic-type peptidase activity","molecular_function","GO:0070001"
"28716","glutamic-type peptidase activity","molecular_function","GO:0070002"
"28717","threonine-type peptidase activity","molecular_function","GO:0070003"
"28718","cysteine-type exopeptidase activity","molecular_function","GO:0070004"
"28719","cysteine-type aminopeptidase activity","molecular_function","GO:0070005"
"28720","metalloaminopeptidase activity","molecular_function","GO:0070006"
"28721","glutamic-type endopeptidase activity","molecular_function","GO:0070007"
"28722","serine-type exopeptidase activity","molecular_function","GO:0070008"
"28723","serine-type aminopeptidase activity","molecular_function","GO:0070009"
"28724","peptidase activity, acting on D-amino acid peptides","molecular_function","GO:0070010"
"28725","peptidase activity, acting on L-amino acid peptides","molecular_function","GO:0070011"
"28726","oligopeptidase activity","molecular_function","GO:0070012"
"28727","intracellular organelle lumen","cellular_component","GO:0070013"
"28728","sucrase-isomaltase complex","cellular_component","GO:0070014"
"28729","armadillo repeat domain binding","molecular_function","GO:0070016"
"28730","alphav-beta3 integrin-thrombospondin complex","cellular_component","GO:0070017"
"28731","transforming growth factor beta type I receptor complex","cellular_component","GO:0070018"
"28732","transforming growth factor beta type II receptor complex","cellular_component","GO:0070019"
"28733","transforming growth factor beta1-type II receptor complex","cellular_component","GO:0070020"
"28734","transforming growth factor beta1-type II receptor-type I receptor complex","cellular_component","GO:0070021"
"28735","transforming growth factor beta receptor complex","cellular_component","GO:0070022"
"28736","interleukin12-interleukin-12 receptor complex","cellular_component","GO:0070023"
"28737","CD19-Vav-PIK3R1 complex","cellular_component","GO:0070024"
"28738","carbon monoxide binding","molecular_function","GO:0070025"
"28739","nitric oxide binding","molecular_function","GO:0070026"
"28740","carbon monoxide sensor activity","molecular_function","GO:0070027"
"28741","regulation of transcription by carbon monoxide","biological_process","GO:0070028"
"28742","alphav-beta3 integrin-osteopontin complex","cellular_component","GO:0070029"
"28743","alphav-beta1 integrin-osteopontin complex","cellular_component","GO:0070030"
"28744","alphav-beta5 integrin-osteopontin complex","cellular_component","GO:0070031"
"28745","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex","cellular_component","GO:0070032"
"28746","synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex","cellular_component","GO:0070033"
"28747","telomeric RNA binding","molecular_function","GO:0070034"
"28748","purine NTP-dependent helicase activity","molecular_function","GO:0070035"
"28749","GTP-dependent helicase activity","molecular_function","GO:0070036"
"28750","rRNA (pseudouridine) methyltransferase activity","molecular_function","GO:0070037"
"28751","rRNA (pseudouridine-N3-)-methyltransferase activity","molecular_function","GO:0070038"
"28752","rRNA (guanosine-2'-O-)-methyltransferase activity","molecular_function","GO:0070039"
"28753","rRNA (adenine-C2-)-methyltransferase activity","molecular_function","GO:0070040"
"28754","rRNA (uridine-C5-)-methyltransferase activity","molecular_function","GO:0070041"
"28755","rRNA (uridine-N3-)-methyltransferase activity","molecular_function","GO:0070042"
"28756","rRNA (guanine-N7-)-methyltransferase activity","molecular_function","GO:0070043"
"28757","synaptobrevin 2-SNAP-25-syntaxin-1a complex","cellular_component","GO:0070044"
"28758","synaptobrevin 2-SNAP-25-syntaxin-2 complex","cellular_component","GO:0070045"
"28759","synaptobrevin 2-SNAP-25-syntaxin-3 complex","cellular_component","GO:0070046"
"28760","synaptobrevin 2-SNAP-25-syntaxin-4 complex","cellular_component","GO:0070047"
"28761","endobrevin-SNAP-25-syntaxin-1a complex","cellular_component","GO:0070048"
"28762","endobrevin-SNAP-25-syntaxin-2 complex","cellular_component","GO:0070049"
"28763","neuron homeostasis","biological_process","GO:0070050"
"28764","fibrinogen binding","molecular_function","GO:0070051"
"28765","collagen V binding","molecular_function","GO:0070052"
"28766","thrombospondin receptor activity","molecular_function","GO:0070053"
"28767","mRNA splicing, via endonucleolytic cleavage and ligation","biological_process","GO:0070054"
"28768","HAC1-type intron splice site recognition and cleavage","biological_process","GO:0070055"
"28769","prospore membrane leading edge","cellular_component","GO:0070056"
"28770","prospore membrane spindle pole body attachment site","cellular_component","GO:0070057"
"28771","tRNA gene clustering","biological_process","GO:0070058"
"28772","apoptosis in response to endoplasmic reticulum stress","biological_process","GO:0070059"
"28773","'de novo' actin filament nucleation","biological_process","GO:0070060"
"28774","fructose binding","molecular_function","GO:0070061"
"28775","extracellular vesicular exosome","cellular_component","GO:0070062"
"28776","RNA polymerase binding","molecular_function","GO:0070063"
"28777","proline-rich region binding","molecular_function","GO:0070064"
"28778","cellubrevin-VAMP4-syntaxin-16 complex","cellular_component","GO:0070065"
"28779","cellubrevin-VAMP4-endobrevin-syntaxin-6 complex","cellular_component","GO:0070066"
"28780","syntaxin-6-syntaxin-16-Vti1a complex","cellular_component","GO:0070067"
"28781","VAMP4-syntaxin-6-syntaxin-16-Vti1a complex","cellular_component","GO:0070068"
"28782","cytochrome complex","cellular_component","GO:0070069"
"28783","proton-transporting V-type ATPase complex assembly","biological_process","GO:0070070"
